arm,mix,value_size,dist,scale,rep,order,keys,server,version,ops_per_sec,value_ops_per_sec,hit_ratio,p50_us,p99_us,used_memory,vmhwm_bytes,disk_bytes,coverage_fraction
data,10,128,uniform,16,1,aki redis valkey,9418787,valkey,valkey 9.1.0,2127078.7,2127078.7,1,354.303,3878.911,1955789664,2594934784,0,1
data,10,128,uniform,16,2,valkey redis aki,9418787,f3,unknown,693182.2,478586.3,0.6904,1520.639,2758.655,1160704672,1266225152,0,0.7245
data,10,128,uniform,16,2,valkey redis aki,9418787,redis,redis 8.8.0,2252432.3,2252432.3,1,361.215,2559.999,1979438072,2109878272,0,1
data,10,128,uniform,16,2,valkey redis aki,9418787,valkey,valkey 9.1.0,2111657.9,2111657.9,1,358.399,3794.943,1955805408,2588381184,0,1
data,10,128,zipfian,1,1,aki redis valkey,588674,f3,unknown,1765165.6,1765165.6,1,388.351,3438.591,103258560,140345344,0,1
data,10,128,zipfian,1,1,aki redis valkey,588674,redis,redis 8.8.0,2456055.1,2456055.1,1,310.015,2779.135,125059864,157573120,0,1
data,10,128,zipfian,1,1,aki redis valkey,588674,valkey,valkey 9.1.0,2379088.9,2379088.9,1,291.583,4052.991,123760032,212959232,0,1
data,10,128,zipfian,1,2,valkey redis aki,588674,f3,unknown,1760322.9,1760322.9,1,383.999,3530.751,103258560,139448320,0,1
data,10,128,zipfian,1,2,valkey redis aki,588674,redis,redis 8.8.0,2375203.0,2375203.0,1,323.071,2772.991,125055720,155856896,0,1
data,10,128,zipfian,1,2,valkey redis aki,588674,valkey,valkey 9.1.0,2393177.6,2393177.6,1,287.743,4079.615,123756896,211918848,0,1
data,10,128,zipfian,4,1,aki redis valkey,2354696,f3,unknown,1752473.2,1752473.2,1,393.727,3422.207,413242944,460107776,0,1
data,10,128,zipfian,4,1,aki redis valkey,2354696,redis,redis 8.8.0,2384285.4,2384285.4,1,328.447,2639.871,495940648,540041216,0,1
data,10,128,zipfian,4,1,aki redis valkey,2354696,valkey,valkey 9.1.0,2336859.7,2336859.7,1,302.079,3946.495,490167648,710590464,0,1
data,10,128,zipfian,4,2,valkey redis aki,2354696,f3,unknown,1757332.4,1757332.4,1,391.167,3432.447,413242944,459583488,0,1
data,10,128,zipfian,4,2,valkey redis aki,2354696,redis,redis 8.8.0,2287765.3,2287765.3,1,339.711,2752.511,495945688,539217920,0,1
data,10,128,zipfian,4,2,valkey redis aki,2354696,valkey,valkey 9.1.0,2318619.5,2318619.5,1,302.079,4003.839,490162208,703143936,0,1
data,10,128,zipfian,16,1,aki redis valkey,9418787,f3,unknown,1105092.8,1078393.0,0.9758,869.887,2603.007,1160704672,1267159040,0,0.7245
data,10,128,zipfian,16,1,aki redis valkey,9418787,redis,redis 8.8.0,2275638.4,2275638.4,1,350.975,2570.239,1979453208,2109730816,0,1
data,10,128,zipfian,16,1,aki redis valkey,9418787,valkey,valkey 9.1.0,2201831.7,2201831.7,1,332.543,3932.159,1955808096,2317524992,0,1
data,10,128,zipfian,16,2,valkey redis aki,9418787,f3,unknown,1112912.3,1086025.9,0.9758,863.743,2600.959,1160704672,1271947264,0,0.7245
data,10,128,zipfian,16,2,valkey redis aki,9418787,redis,redis 8.8.0,2260487.0,2260487.0,1,352.511,2615.295,1979447112,2109620224,0,1
data,10,128,zipfian,16,2,valkey redis aki,9418787,valkey,valkey 9.1.0,2205353.8,2205353.8,1,330.751,3909.631,1955796064,2315067392,0,1
data,10,512,uniform,1,1,aki redis valkey,219310,f3,unknown,1739091.9,1739091.9,1,398.335,3473.407,123514656,188149760,0,1
data,10,512,uniform,1,1,aki redis valkey,219310,redis,redis 8.8.0,2473447.3,2473447.3,1,307.199,2834.431,152039128,261427200,0,1
data,10,512,uniform,1,1,aki redis valkey,219310,valkey,valkey 9.1.0,2287641.3,2287641.3,1,312.063,3993.599,151859168,336326656,0,1
data,10,512,uniform,1,2,valkey redis aki,219310,f3,unknown,1746157.8,1746157.8,1,394.495,3471.359,123514656,188186624,0,1
data,10,512,uniform,1,2,valkey redis aki,219310,redis,redis 8.8.0,2379899.3,2379899.3,1,322.047,2887.679,152032856,263471104,0,1
data,10,512,uniform,1,2,valkey redis aki,219310,valkey,valkey 9.1.0,2250784.9,2250784.9,1,315.903,4028.415,151864160,342904832,0,1
data,10,512,uniform,4,1,aki redis valkey,877240,f3,unknown,1731473.3,1731473.3,1,401.663,3411.967,494308608,565374976,0,1
data,10,512,uniform,4,1,aki redis valkey,877240,redis,redis 8.8.0,2404436.6,2404436.6,1,323.071,2713.599,603862216,997314560,0,1
data,10,512,uniform,4,1,aki redis valkey,877240,valkey,valkey 9.1.0,2214283.4,2214283.4,1,325.119,3997.695,602573920,1025347584,0,1
data,10,512,uniform,4,2,valkey redis aki,877240,f3,unknown,1725104.3,1725104.3,1,402.687,3463.167,494308608,562663424,0,1
data,10,512,uniform,4,2,valkey redis aki,877240,redis,redis 8.8.0,2310617.4,2310617.4,1,336.639,2803.711,603851096,979714048,0,1
data,10,512,uniform,4,2,valkey redis aki,877240,valkey,valkey 9.1.0,2166266.0,2166266.0,1,335.871,3997.695,602570784,1006518272,0,1
data,10,512,uniform,16,1,aki redis valkey,3508960,f3,unknown,624183.0,340198.3,0.545,1700.863,2801.663,1074965504,1158578176,0,0.526
data,10,512,uniform,16,1,aki redis valkey,3508960,redis,redis 8.8.0,2249495.0,2249495.0,1,360.191,2592.767,2411120632,3619454976,0,1
data,10,512,uniform,16,1,aki redis valkey,3508960,valkey,valkey 9.1.0,1972249.7,1972249.7,1,392.447,3704.831,2405424224,3854540800,0,1
data,10,512,uniform,16,2,valkey redis aki,3508960,f3,unknown,623921.7,340051.0,0.545,1702.911,2793.471,1074965504,1158742016,0,0.526
data,10,512,uniform,16,2,valkey redis aki,3508960,redis,redis 8.8.0,2215968.1,2215968.1,1,364.287,2633.727,2411118008,3640401920,0,1
data,10,512,uniform,16,2,valkey redis aki,3508960,valkey,valkey 9.1.0,1954491.6,1954491.6,1,393.215,3848.191,2405442400,3855462400,0,1
data,10,512,zipfian,1,1,aki redis valkey,219310,f3,unknown,1749029.7,1749029.7,1,393.471,3407.871,123514656,187850752,0,1
data,10,512,zipfian,1,1,aki redis valkey,219310,redis,redis 8.8.0,2468148.7,2468148.7,1,306.431,2809.855,152037640,255193088,0,1
data,10,512,zipfian,1,1,aki redis valkey,219310,valkey,valkey 9.1.0,2363171.3,2363171.3,1,290.047,4132.863,151869216,297537536,0,1
data,10,512,zipfian,1,2,valkey redis aki,219310,f3,unknown,1752926.9,1752926.9,1,393.215,3422.207,123514656,188141568,0,1
data,10,512,zipfian,1,2,valkey redis aki,219310,redis,redis 8.8.0,2346930.0,2346930.0,1,323.071,2877.439,152035928,257744896,0,1
data,10,512,zipfian,1,2,valkey redis aki,219310,valkey,valkey 9.1.0,2303887.9,2303887.9,1,302.335,4057.087,151868640,301252608,0,1
data,10,512,zipfian,4,1,aki redis valkey,877240,f3,unknown,1772834.2,1772834.2,1,376.575,3545.087,494308608,563662848,0,1
data,10,512,zipfian,4,1,aki redis valkey,877240,redis,redis 8.8.0,2383351.1,2383351.1,1,323.327,2746.367,603854744,927244288,0,1
data,10,512,zipfian,4,1,aki redis valkey,877240,valkey,valkey 9.1.0,2268721.3,2268721.3,1,311.039,4040.703,602581792,936366080,0,1
data,10,512,zipfian,4,2,valkey redis aki,877240,f3,unknown,1740605.4,1740605.4,1,402.687,3293.183,494308608,565293056,0,1
data,10,512,zipfian,4,2,valkey redis aki,877240,redis,redis 8.8.0,2300417.8,2300417.8,1,333.823,2863.103,603849288,918175744,0,1
data,10,512,zipfian,4,2,valkey redis aki,877240,valkey,valkey 9.1.0,2231258.9,2231258.9,1,316.671,4036.607,602579936,950530048,0,1
data,10,512,zipfian,16,1,aki redis valkey,3508960,f3,unknown,1044437.9,1000824.3,0.9582,912.383,2734.079,1074965504,1155350528,0,0.526
data,10,512,zipfian,16,1,aki redis valkey,3508960,redis,redis 8.8.0,2275951.8,2275951.8,1,347.391,2703.359,2411103944,3186446336,0,1
data,10,512,zipfian,16,1,aki redis valkey,3508960,valkey,valkey 9.1.0,2119824.6,2119824.6,1,348.159,3850.239,2405463840,3210571776,0,1
data,10,512,zipfian,16,2,valkey redis aki,3508960,f3,unknown,1043351.5,999789.2,0.9582,914.943,2713.599,1074965504,1162825728,0,0.526
data,10,512,zipfian,16,2,valkey redis aki,3508960,redis,redis 8.8.0,2244161.6,2244161.6,1,349.951,2811.903,2411131496,3181686784,0,1
data,10,512,zipfian,16,2,valkey redis aki,3508960,valkey,valkey 9.1.0,2092412.5,2092412.5,1,355.583,3905.535,2405439072,3196841984,0,1
data,10,4096,uniform,1,1,aki redis valkey,31987,f3,unknown,1450927.0,1450927.0,1,470.527,3383.295,133025424,551362560,0,1
data,10,4096,uniform,1,1,aki redis valkey,31987,redis,redis 8.8.0,1209906.8,1209906.8,1,347.903,5206.015,166635784,301375488,0,1
data,10,4096,uniform,1,1,aki redis valkey,31987,valkey,valkey 9.1.0,1441634.6,1441634.6,1,257.151,5541.887,166967168,422035456,0,1
data,10,4096,uniform,1,2,valkey redis aki,31987,f3,unknown,1472495.9,1472495.9,1,463.871,3321.855,133025424,560189440,0,1
data,10,4096,uniform,1,2,valkey redis aki,31987,redis,redis 8.8.0,1176005.3,1176005.3,1,361.727,5320.703,166636136,305434624,0,1
data,10,4096,uniform,1,2,valkey redis aki,31987,valkey,valkey 9.1.0,1439432.4,1439432.4,1,261.375,5431.295,166967232,440344576,0,1
data,10,4096,uniform,4,1,aki redis valkey,127948,f3,unknown,1442057.4,1442057.4,1,470.015,3262.463,532337600,939139072,0,1
data,10,4096,uniform,4,1,aki redis valkey,127948,redis,redis 8.8.0,1185012.5,1185012.5,1,364.031,5050.367,662370904,1127825408,0,1
data,10,4096,uniform,4,1,aki redis valkey,127948,valkey,valkey 9.1.0,1387471.7,1387471.7,1,275.199,5505.023,663003872,1141993472,0,1
data,10,4096,uniform,4,2,valkey redis aki,127948,f3,unknown,1433230.3,1433230.3,1,474.111,3330.047,532337600,940085248,0,1
data,10,4096,uniform,4,2,valkey redis aki,127948,redis,redis 8.8.0,1146300.4,1146300.4,1,373.759,5459.967,662369624,1128345600,0,1
data,10,4096,uniform,4,2,valkey redis aki,127948,valkey,valkey 9.1.0,1376956.8,1376956.8,1,278.783,5492.735,663002656,1216421888,0,1
data,10,4096,uniform,16,1,aki redis valkey,511793,f3,unknown,576916.1,283037.1,0.4906,1665.023,3188.735,1044433984,1462456320,409600,0.474
data,10,4096,uniform,16,1,aki redis valkey,511793,redis,redis 8.8.0,1152466.7,1152466.7,1,381.183,5083.135,2645308120,4159369216,0,1
data,10,4096,uniform,16,1,aki redis valkey,511793,valkey,valkey 9.1.0,1326679.4,1326679.4,1,296.959,5533.695,2647165888,4179140608,0,1
data,10,4096,uniform,16,2,valkey redis aki,511793,f3,unknown,578051.2,283593.8,0.4906,1653.759,3201.023,1044433984,1460707328,409600,0.474
data,10,4096,uniform,16,2,valkey redis aki,511793,redis,redis 8.8.0,1110151.5,1110151.5,1,394.495,5349.375,2645303480,4151980032,0,1
data,10,4096,uniform,16,2,valkey redis aki,511793,valkey,valkey 9.1.0,1322032.2,1322032.2,1,294.399,5529.599,2647148864,4204544000,0,1
data,10,4096,zipfian,1,1,aki redis valkey,31987,f3,unknown,1505877.2,1505877.2,1,453.119,3371.007,133025424,566648832,0,1
